,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
5192,meat counter,water seltzer sparkling water,6470,0.21156747629103573,70533,2.3064124892172524,826611,27.029985030047815,0.09173011214608764,0.007827139972732034,0.0033936427284038855
12635,soy lactosefree,eggs,58233,1.9042053859128105,634898,20.7610150791694,450178,14.720714581413585,0.09172024482672807,0.12935549938024513,0.006230692424573893
2817,other creams cheeses,canned jarred vegetables,28162,0.9208907677446907,307168,10.044321260798279,296478,9.694760778332874,0.09168272736743412,0.09498849830341544,0.009456935499877287
12607,hot dogs bacon sausage,eggs,27897,0.9122253301531722,304295,9.950374837400421,450178,14.720714581413585,0.09167748402044068,0.061968821221827806,0.006227787619508154
5178,pasta sauce,water seltzer sparkling water,19978,0.6532758951070033,218021,7.129235355246971,826611,27.029985030047815,0.09163337476665091,0.0241685629637157,0.0033900638370604683
1488,other creams cheeses,cereal,28138,0.9201059733967796,307168,10.044321260798279,376194,12.301455204919614,0.09160459422856548,0.07479651456429395,0.007446646978150264
5276,spices seasonings,milk,19364,0.6331982397062776,211542,6.917373581075468,883960,28.9052838241459,0.09153737792022389,0.021905968595864064,0.003166804328133203
2794,frozen produce,canned jarred vegetables,47678,1.5590593716544052,521055,17.038375789617564,296478,9.694760778332874,0.09150281640133957,0.1608146304278901,0.009438377954187597
4178,protein meal replacements,bread,3318,0.10849781859871045,36266,1.1858896592226742,582711,19.054512469401192,0.09149065240169857,0.005694074764334293,0.004801521558141118
4910,pasta sauce,soy lactosefree,19944,0.6521641031141293,218021,7.129235355246971,634898,20.7610150791694,0.09147742648643938,0.03141291987059338,0.004406211648977771
3543,trail mix snack mix,packaged produce,3201,0.10467194615264382,34993,1.1442628590188895,270227,8.836359260540604,0.0914754379447318,0.01184559647999645,0.010352163741601354
4087,soup broth bouillon,refrigerated,31608,1.033574156198927,345630,11.302019602854822,572424,18.718129992027794,0.09145039493099555,0.055217810573980126,0.004885658715370874
1363,cat food care,cereal,5762,0.18841604302765813,63032,2.0611315557305354,376194,12.301455204919614,0.09141388501078819,0.015316565389134331,0.007431143997844241
1551,salad dressing toppings,condiments,9056,0.29612906727845745,99143,3.2419527514562843,221399,7.239695159715459,0.09134280786338923,0.040903527116201974,0.012616941162337459
683,poultry counter,ice cream ice,11769,0.38484352835690877,128865,4.2138551518151965,495340,16.19750134559531,0.09132813409381911,0.023759437961804013,0.005638408798073942
1495,fresh fruits,cereal,331085,10.826401528256193,3626997,118.60194772877246,376194,12.301455204919614,0.09128350533512986,0.8800911231970738,0.007420545278141047
4116,preserved dips spreads,refrigerated,9899,0.3236949687488351,108461,3.546649157032771,572424,18.718129992027794,0.09126782898922194,0.017293125375595714,0.004875905286911335
3130,frozen vegan vegetarian,dry pasta,9037,0.29550777175302784,99106,3.2407428601699215,266292,8.70768568724768,0.09118519564910296,0.03393643068511258,0.010471806048608619
4858,prepared soups salads,soy lactosefree,6512,0.2129408663998802,71422,2.33548257985446,634898,20.7610150791694,0.09117638822771695,0.010256765653695554,0.00439171147846229
3208,poultry counter,dry pasta,11747,0.38412413353799024,128865,4.2138551518151965,266292,8.70768568724768,0.09115741279633725,0.044113229086867045,0.010468615435882853
10101,water seltzer sparkling water,candy chocolate,75338,2.4635348576219553,826611,27.029985030047815,298528,9.76179529555028,0.09114081472421731,0.2523649372923143,0.009336480838290272
12769,mint gum,tea,2033,0.06647862122096997,22308,0.7294663463833734,248088,8.112419174357106,0.09113322574861037,0.008194672858018124,0.01123379152259258
13116,indian foods,fresh dips tapenades,1447,0.047316559226140455,15879,0.5192395604366857,354614,11.595794287089545,0.09112664525473897,0.0040804931559385695,0.00785859450406058
4919,preserved dips spreads,soy lactosefree,9882,0.32313907275239806,108461,3.546649157032771,634898,20.7610150791694,0.09111109062243572,0.015564704881729034,0.004388566275540746
1464,frozen breads doughs,cereal,3650,0.11935414041148076,40077,1.3105084617180587,376194,12.301455204919614,0.09107468123861567,0.009702440761947293,0.007403569717686162
1755,other creams cheeses,frozen meals,27972,0.9146778124903945,307168,10.044321260798279,389178,12.726028947139522,0.09106417335139078,0.07187456639378383,0.007155741490896076
13665,refrigerated,baby food formula,52120,1.7043117255469526,572424,18.718129992027794,381617,12.478786027783027,0.09105138848126565,0.13657672483144095,0.007296494088330946
4093,specialty cheeses,refrigerated,7485,0.2447577372547763,82217,2.6884765375919764,572424,18.718129992027794,0.09103956602649087,0.013075971657372858,0.004863710534399823
2468,soap,frozen produce,5812,0.1900510312524729,63851,2.087912662853002,521055,17.038375789617564,0.09102441621900988,0.011154292733012829,0.005342317679979576
1205,crackers,soup broth bouillon,41612,1.3607026002198732,457258,14.95222891404736,345630,11.302019602854822,0.09100332853662484,0.12039464166883661,0.008051952813251
3190,tortillas flat bread,dry pasta,17551,0.5739135666744928,192875,6.306967077223109,266292,8.70768568724768,0.09099675955930007,0.06590885193697144,0.010450165845164108
3804,granola,lunch meat,9253,0.30257092088422777,101724,3.3263508436212246,394101,12.887009887754788,0.09096181825331287,0.023478752908518374,0.007058411458172668
5293,other,milk,3264,0.10673203131591047,35884,1.1733983491850892,883960,28.9052838241459,0.09095975922416676,0.0036924747726141452,0.0031468211755867254
12643,fresh fruits,eggs,329677,10.78036025984541,3626997,118.60194772877246,450178,14.720714581413585,0.09089530540003204,0.7323258799852503,0.006174653064382941
2804,oils vinegars,canned jarred vegetables,22139,0.7239400861834994,243648,7.9672322199935515,296478,9.694760778332874,0.0908646900446546,0.07467333157940893,0.009372556179800842
5169,canned meals beans,water seltzer sparkling water,24529,0.8020925233296471,269952,8.827366825304123,826611,27.029985030047815,0.09086430180180183,0.029674175640053185,0.003361611251385924
4035,baby food formula,refrigerated,34669,1.1336681353220894,381617,12.478786027783027,572424,18.718129992027794,0.09084762995359222,0.06056524534261318,0.004853456514741856
2913,canned meals beans,other creams cheeses,24522,0.8018636249781729,269952,8.827366825304123,307168,10.044321260798279,0.09083837126600285,0.0798325346390249,0.009043754068334471
1224,packaged vegetables fruits,soup broth bouillon,159769,5.224408673808732,1759552,57.53693601898679,345630,11.302019602854822,0.09080095387916925,0.4622544339322397,0.008034046751806507
3409,energy granola bars,spreads,41300,1.3505002736970289,455041,14.879733536159073,288170,9.423091134897646,0.09076105230078169,0.14331818024083007,0.009631770615552636
2653,frozen meat seafood,frozen breakfast,6438,0.21052108382715426,70944,2.31985209242523,232311,7.596514989899044,0.09074763193504737,0.027712850446169137,0.011945955751514074
1419,frozen dessert,cereal,1743,0.0569956895170441,19208,0.6280970764448555,376194,12.301455204919614,0.09074344023323615,0.004633247739198392,0.007376642740360174
12351,fresh herbs,oils vinegars,34205,1.118495444595808,377003,12.327909314397118,243648,7.9672322199935515,0.09072872099161014,0.14038695166798004,0.011387733969135342
4088,other,refrigerated,3255,0.1064377334354438,35884,1.1733983491850892,572424,18.718129992027794,0.0907089510645413,0.005686344388075973,0.004846047714337649
1865,frozen breads doughs,baking ingredients,3635,0.11886364394403631,40077,1.3105084617180587,325130,10.63167443068075,0.09070040172667615,0.01118014332728447,0.008531149285848529
12872,water seltzer sparkling water,tea,74947,2.450749249703904,826611,27.029985030047815,248088,8.112419174357106,0.09066779900098111,0.30209844893747384,0.011176419395040244
3204,butter,dry pasta,22926,0.7496748008420843,252881,8.269149145587853,266292,8.70768568724768,0.09065924288499333,0.08609346131314496,0.010411405066878206
5239,plates bowls cups flatware,milk,3870,0.12654808860066588,42697,1.3961818446983545,883960,28.9052838241459,0.0906386865587746,0.004378026155029639,0.0031357134256215116
13923,cream,fresh herbs,28590,0.9348862669491054,315485,10.316285202113974,377003,12.327909314397118,0.09062237507329983,0.0758349403055148,0.007350992999880906
3853,meat counter,lunch meat,6388,0.20888609560233948,70533,2.3064124892172524,394101,12.887009887754788,0.09056753576340154,0.016209042859571532,0.00702781611500575
2823,eggs,canned jarred vegetables,40757,1.33274430157554,450178,14.720714581413585,296478,9.694760778332874,0.09053529937047124,0.13747057117222863,0.009338580026936964
1761,eggs,frozen meals,40749,1.3324827034595697,450178,14.720714581413585,389178,12.726028947139522,0.09051752862201173,0.10470530194409756,0.007112786635799513
1739,water seltzer sparkling water,frozen meals,74819,2.446563679848378,826611,27.029985030047815,389178,12.726028947139522,0.09051294986396262,0.19224879104163137,0.007112426841077362
1727,pasta sauce,frozen meals,19731,0.6451990532764182,218021,7.129235355246971,389178,12.726028947139522,0.09050045637805533,0.050699165934353946,0.007111445114101949
1963,asian foods,spices seasonings,15036,0.4916736589663081,166161,5.4334255684690556,211542,6.917373581075468,0.09049054832361385,0.07107808378478034,0.013081633840216125
3794,energy granola bars,lunch meat,41173,1.3463474036059992,455041,14.879733536159073,394101,12.887009887754788,0.09048195657094636,0.10447321879416699,0.007021175381957466
3458,frozen breads doughs,spreads,3626,0.11856934606356966,40077,1.3105084617180587,288170,9.423091134897646,0.09047583401951244,0.012582850400805081,0.009601502598700611
13198,popcorn jerky,fresh dips tapenades,14659,0.47934584775120453,162022,5.298081243218887,354614,11.595794287089545,0.09047536754267939,0.04133790544084554,0.007802429510448655
3167,frozen pizza,dry pasta,14633,0.47849565387430076,161746,5.289056108217909,266292,8.70768568724768,0.09046900696153228,0.0549509560933111,0.010389558168598488
5098,baby bath body care,water seltzer sparkling water,772,0.02524421819114059,8536,0.27912518974038353,826611,27.029985030047815,0.09044048734770384,0.0009339338576428332,0.003345931832635715
2635,frozen pizza,frozen breakfast,14628,0.47833215505181925,161746,5.289056108217909,232311,7.596514989899044,0.09043809429599493,0.06296731536603947,0.01190520842995096
11912,indian foods,asian foods,1436,0.0469568618166812,15879,0.5192395604366857,166161,5.4334255684690556,0.09043390641728069,0.008642220496987861,0.016643994709724483
3157,bulk grains rice dried goods,dry pasta,1552,0.050750034498251544,17173,0.5615530556948929,266292,8.70768568724768,0.09037442496942875,0.005828188604990011,0.01037869627078768
1657,eye ear care,frozen meals,799,0.026127111832540583,8841,0.2890986179117538,389178,12.726028947139522,0.09037439203709988,0.002053045136158776,0.007101539090669261
1402,frozen vegan vegetarian,cereal,8947,0.2925647929483612,99106,3.2407428601699215,376194,12.301455204919614,0.09027707706899682,0.02378294178003902,0.007338731521201906
3681,baking ingredients,nuts seeds dried fruit,29339,0.9593783905568313,325130,10.63167443068075,304372,9.952892719266636,0.0902377510534248,0.09639191515645329,0.009066484850052098
168,frozen juice,frozen appetizers sides,435,0.014224397555888803,4821,0.15764556463664348,194043,6.345160402154784,0.09023024268823897,0.0022417711538164223,0.014220324935772662
4085,paper goods,refrigerated,21726,0.710435083446529,240785,7.873612794240656,572424,18.718129992027794,0.09022987312332578,0.0379543834640057,0.0048204533872644026
3472,honeys syrups nectars,spreads,6002,0.19626398650676918,66540,2.1758423295835425,288170,9.423091134897646,0.09020138262699127,0.02082798348197245,0.009572377188727152
13898,pasta sauce,fresh herbs,19662,0.6429427695261738,218021,7.129235355246971,377003,12.327909314397118,0.09018397310350837,0.052153431139805244,0.00731543125468868
2509,coffee,frozen produce,18463,0.6037357518951149,204738,6.694884383442671,521055,17.038375789617564,0.09017866737000459,0.03543387934095249,0.005292679800204636
2386,condiments,crackers,19961,0.6527199991105663,221399,7.239695159715459,457258,14.95222891404736,0.09015849213411081,0.0436536922262705,0.00602976938437643
4203,trash bags liners,bread,2848,0.09312892928545129,31602,1.0333779576119493,582711,19.054512469401192,0.0901208784254161,0.004887499978548543,0.004729634440667914
1852,canned meals beans,baking ingredients,24322,0.7953236720789137,269952,8.827366825304123,325130,10.63167443068075,0.09009749881460409,0.07480700027681236,0.008474441105401223
1644,cold flu allergy,frozen meals,2325,0.07602695245388842,25812,0.8440463211783948,389178,12.726028947139522,0.0900743840074384,0.005974130089573409,0.007077964727377488
13200,canned meals beans,fresh dips tapenades,24312,0.7949966744339507,269952,8.827366825304123,354614,11.595794287089545,0.09006045519203415,0.06855905294207222,0.007766648231445871
388,frozen breakfast,juice nectars,20920,0.6840790732625144,232311,7.596514989899044,331427,10.837584847713927,0.0900516979394002,0.0631209889357234,0.008309203499190655
3019,spices seasonings,canned meals beans,19046,0.6227997145964554,211542,6.917373581075468,269952,8.827366825304123,0.09003413033818344,0.0705532835467046,0.010199432301838385
3716,yogurt,nuts seeds dried fruit,130376,4.2632644959691,1448432,47.36338528889915,304372,9.952892719266636,0.09001181967810708,0.42834426294140066,0.009043784778656739
3467,crackers,spreads,41149,1.3455626092580881,457258,14.95222891404736,288170,9.423091134897646,0.08999077107453561,0.14279418398861785,0.009550026608706156
13671,pasta sauce,baby food formula,19605,0.6410788829498849,218021,7.129235355246971,381617,12.478786027783027,0.08992253039844784,0.051373497511903295,0.0072060319167459455
2364,marinades meat preparation,crackers,5606,0.18331487976623592,62356,2.0390265149310394,457258,14.95222891404736,0.08990313682724999,0.012260037003179824,0.006012691308035523
3742,frozen juice,lunch meat,433,0.01415899802689621,4821,0.15764556463664348,394101,12.887009887754788,0.08981539099771832,0.0010987031243259978,0.006969451546945791
